label,text,text1
75,super bowl national anthem singer christina aguilera fail video,christina aguilera's super bowl national anthem performance video fails
99,chrysler telling story well check chrysler commercial imported detroit,Check Chrysler's commercial for a well-told story; imported from Detroit.
21,top story illinois supreme court rahm emanuel ballot illinois supreme court issued ruling,"Illinois Supreme Court issued a ruling regarding Rahm Emanuel's ballot, making it a top story."
55,weight loss diet acai berry weight loss diet plan diet diet food weight loss beauty sally beauty bea,Acai berry-based weight loss diet plans include diet food options and beauty products from sally beauty bea.
88,entent complete list nomination annual academy award,A complete list of annual Academy Award nominations entent.
99,hella funnny drt superbowl funniest doritos commercial,hella funny drt superbowl funniest doritos commercial
97,undergraduate scholarship international college hotel management australia beasiswa schola,international undergraduate college scholarship for hotel management in australia: beasiswa schola
96,hott cold sundance film festival lola blog,Cold 'hott' at the Sundance Film Festival: Lola's blog
60,discus fish aquarium,an aquarium for discus fish
42,netherlands recall iran ambassador dutch woman execution foreign policy outrage,"The Netherlands recalled its Iranian ambassador after the execution of a Dutch woman, prompting foreign policy outrage."
99,video volkswagen invades super bowl darth vader starwars superbowl,A video where Volkswagen invades the Super Bowl featuring Darth Vader from Star Wars and the Superbowl.
85,best buy launch electronics buy program,best buy introduces an electronics purchase initiative
97,workshop offer help student aid form regional workshop open help faf,A regional workshop offers assistance with student aid forms and provides open help for FAF.
104,drive text,operate text
55,heard acai berry diet acai berry heard diet purchasing,Purchased the acai berry diet after hearing about it.
87,continuing cooking winning streak awesome lemon fennel pot roast chicken chicken boring,"Maintaining a cooking success streak with an awesome lemon-fennel pot roast chicken, chicken boring."
60,red fishing knot book book fishing harry,A red book on fishing knots and another book about fishing by Harry.
110,wikileaks pushed uk sanction iranian bank cable view britain settin jpost,"WikiLeaks promoted UK sanctions against an Iranian bank's cable view in Britain, setting JPost."
88,king speech wint twee screen actor guild award,The king delivered a speech that won two Screen Actor Guild Awards.
59,beck rating plummeted,The beck rating fell sharply
84,aaron rodgers helmet saved concussion bear green bay packer qb aaron rodgers believ,aaron rodgers' helmet prevented concussion; green bay packer qb aaron rodgers bear believ
104,don text drive,text while driving don
75,aguilera repeat national anthem,aguilera repeats the national anthem
95,facebook privacy setting user,A user of facebook's privacy setting
99,watching superbowl darth vader commercial awesome love dude,"I love watching the Darth Vader superbowl commercial; it's awesome, dude."
77,ncis stupidest fucking television,ncis is the stupidest and most offensive television
97,international scholarship bangor university uk beasiswa scholarship,bangor university in the uk provides international scholarships including beasiswa scholarships
60,fish eat complete fishing guide,Fish consume a complete fishing guide.
97,live state massachusetts financial aid college,College in Massachusetts offers financial aid to those living in the state.
79,bbc yemeni rally president thousand yemeni demonstrating capital sanaa calling president ali abdullah,A BBC report on a Yemeni rally in the capital Sanaa included thousands of Yemenis demonstrating and calling for President Ali Abdullah.
97,applying financial aid groundless myth,Financial aid application is a groundless myth
42,dutch government end official contact iran protest hanging dutch iranian woman al jazeera,"The Dutch government terminated official relations with Iran in protest over the execution of a Dutch-Iranian woman, as reported by Al Jazeera."
66,reporting arrest journalist cairo,A journalist reports on an arrest in Cairo.
100,rnc money ronald reagan birthday,Money from the RNC for Ronald Reagan's birthday
102,charlottesville city school offering student vegetarian option lunch,charlottesville city school provides a vegetarian lunch option for students
60,prettyman annual fish porn provider coming fly fishing film festival bring subject called,"A prettyman annual fish porn provider is coming to the fly fishing film festival, bringing a subject called."
66,three journalist tf detained cairo jan mubarak egypt egipto fb,three journalists detained in cairo by jan mubarak of egypt (egipto) on fb
79,egypt ripple ally yemeni prez ali abdullah saleh power year won seek term,"Ali Abdullah Saleh, Yemeni president, won a term in a year while seeking power with Egypt and an ally in a ripple."
60,eastern sport outdoor harrisburg hunting fishing idea marcus schneck patrio,Harrisburg-based Eastern Sport Outdoor provides hunting and fishing ideas through Marcus Schneck's Patrio line.
62,don care starbucks trenta cup bigger stomach,don care about the starbucks trenta cup's bigger size and your bigger stomach
79,al jazeera report region yemen pres extend term protest call syria,Al Jazeera reports that a protest call in Syria extends the term for the president in the Yemen region.
79,revolt contagious anti government protest spread yemen tcot tlot jan sidibouzid,"A contagious anti-government protest spread in Yemen, involving TCOT, TLOT, Jan, and Sidibouzid."
